 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | MAE_energy_grad | GPU Memory (MB)
54:42 |     1 |     3.000e-04 | 179152.2114 |       4537.3089 |   152.5064 |         29.7569 |            3023
55:27 |     2 |     3.000e-04 |  3241.2740 |       2382.8267 |   125.5221 |         21.1225 |            3023
56:12 |     3 |     3.000e-04 |  1851.3882 |       1435.8712 |    87.6927 |         17.9305 |            3023
56:57 |     4 |     3.000e-04 |  1250.9670 |       1113.8506 |    74.6046 |         15.8181 |            3023
57:42 |     5 |     3.000e-04 |   945.5674 |        853.9476 |    67.2387 |         14.3996 |            3023
58:28 |     6 |     3.000e-04 |   797.7791 |        896.1239 |    77.0146 |         13.4891 |            3023
59:12 |     7 |     3.000e-04 |   799.1817 |        626.9570 |    58.8601 |         12.4539 |            3123
59:57 |     8 |     3.000e-04 |   594.0587 |        540.6962 |    54.0699 |         11.7356 |            3123
00:43 |     9 |     3.000e-04 |   546.6206 |        924.2098 |    96.9450 |         11.1804 |            3123
01:28 |    10 |     3.000e-04 |   543.1811 |        510.2676 |    56.1954 |         10.5327 |            3123
02:12 |    11 |     3.000e-04 |   518.5482 |        545.3290 |    68.3759 |         10.2896 |            3123
02:57 |    12 |     3.000e-04 |   555.3585 |        731.4191 |    88.2096 |          9.7633 |            3123
03:42 |    13 |     3.000e-04 |   567.7885 |        437.9162 |    56.3775 |          9.6339 |            3123
04:27 |    14 |     3.000e-04 |   557.7111 |        365.6693 |    46.9374 |          9.1999 |            3123
05:12 |    15 |     3.000e-04 |   362.6710 |        376.7413 |    52.6824 |          8.9484 |            3123
05:57 |    16 |     3.000e-04 |   608.0993 |        561.9766 |    80.3393 |          8.8175 |            3123
06:42 |    17 |     3.000e-04 |   507.0096 |        331.7999 |    44.9369 |          8.4636 |            3123
07:28 |    18 |     3.000e-04 |   512.5656 |        314.7518 |    43.2076 |          8.2192 |            3123
08:13 |    19 |     3.000e-04 |   438.5035 |        443.5171 |    67.6926 |          8.0949 |            3191
08:58 |    20 |     3.000e-04 |   403.6785 |        426.9188 |    66.1287 |          7.9721 |            3191
09:43 |    21 |     3.000e-04 |  7181.6231 |        971.7876 |   107.3215 |          9.8097 |            3191
10:27 |    22 |     3.000e-04 |   449.3188 |        345.8188 |    51.6777 |          7.3229 |            3191
